atc_idx,atc_code
4910,N05CF01
4911,N05CF02
4912,N05CF03
4913,N05CF04
4914,N05CH
4915,N05CH01
4916,N05CH02
4917,N05CH03
4918,N05CM
4919,N05CM01
4920,N05CM02
4921,N05CM03
4922,N05CM04
4923,N05CM05
4924,N05CM06
4925,N05CM07
4926,N05CM08
4927,N05CM09
4928,N05CM10
4929,N05CM11
4930,N05CM12
4931,N05CM13
4932,N05CM15
4933,N05CM16
4934,N05CM18
4935,N05CM19
4936,N05CM21
4937,N05CX
4938,N05CX01
4939,N05CX02
4940,N05CX03
4941,N05CX04
4942,N05CX05
4943,N05CX06
4944,N06
4945,N06A
4946,N06AA
4947,N06AA01
4948,N06AA02
4949,N06AA03
4950,N06AA04
4951,N06AA05
4952,N06AA06
4953,N06AA07
4954,N06AA08
4955,N06AA09
4956,N06AA10
4957,N06AA11
4958,N06AA12
4959,N06AA13
4960,N06AA14
4961,N06AA15
4962,N06AA16
4963,N06AA17
4964,N06AA18
4965,N06AA19
4966,N06AA21
4967,N06AA23
4968,N06AB
4969,N06AB02
4970,N06AB03
4971,N06AB04
4972,N06AB05
4973,N06AB06
4974,N06AB07
4975,N06AB08
4976,N06AB09
4977,N06AB10
4978,N06AF
4979,N06AF01
4980,N06AF02
4981,N06AF03
4982,N06AF04
4983,N06AF05
4984,N06AF06
4985,N06AG
4986,N06AG02
4987,N06AG03
4988,N06AX
4989,N06AX01
4990,N06AX02
4991,N06AX03
4992,N06AX04
4993,N06AX05
4994,N06AX06
4995,N06AX07
4996,N06AX08
4997,N06AX09
4998,N06AX10
4999,N06AX11
5000,N06AX12
5001,N06AX13
5002,N06AX14
5003,N06AX15
5004,N06AX16
5005,N06AX17
5006,N06AX18
5007,N06AX19
5008,N06AX21
5009,N06AX22
5010,N06AX23
5011,N06AX24
5012,N06AX25
5013,N06AX26
5014,N06AX27
5015,N06AX28
5016,N06B
5017,N06BA
5018,N06BA01
5019,N06BA02
5020,N06BA03
5021,N06BA04
5022,N06BA05
5023,N06BA06
5024,N06BA07
5025,N06BA08
5026,N06BA09
5027,N06BA10
5028,N06BA11
5029,N06BA12
5030,N06BA13
5031,N06BA14
5032,N06BC
5033,N06BC01
5034,N06BC02
5035,N06BX
5036,N06BX01
5037,N06BX02
5038,N06BX03
5039,N06BX04
5040,N06BX05
5041,N06BX06
5042,N06BX07
5043,N06BX08
5044,N06BX09
5045,N06BX10
5046,N06BX11
5047,N06BX12
5048,N06BX13
5049,N06BX14
5050,N06BX15
5051,N06BX16
5052,N06BX17
5053,N06BX18
5054,N06BX21
5055,N06BX22
5056,N06C
5057,N06CA
5058,N06CA01
5059,N06CA02
5060,N06CA03
5061,N06CB
5062,N06D
5063,N06DA
5064,N06DA01
5065,N06DA02
5066,N06DA03
5067,N06DA04
5068,N06DA05
5069,N06DA52
5070,N06DA53
5071,N06DX
5072,N06DX01
5073,N06DX02
5074,N06DX03
5075,N06DX30
5076,N07
5077,N07A
5078,N07AA
5079,N07AA01
5080,N07AA02
5081,N07AA03
5082,N07AA30
5083,N07AA51
5084,N07AB
5085,N07AB01
5086,N07AB02
5087,N07AX
5088,N07AX01
5089,N07AX02
5090,N07AX03
5091,N07B
5092,N07BA
5093,N07BA01
5094,N07BA03
5095,N07BA04
5096,N07BB
5097,N07BB01
5098,N07BB02
5099,N07BB03
5100,N07BB04
5101,N07BB05
5102,N07BC
5103,N07BC01
5104,N07BC02
5105,N07BC03
5106,N07BC04
5107,N07BC05
5108,N07BC06
5109,N07BC51
5110,N07C
5111,N07CA
5112,N07CA01
5113,N07CA02
5114,N07CA03
5115,N07CA04
5116,N07CA52
5117,N07X
5118,N07XA
5119,N07XX
5120,N07XX01
5121,N07XX02
5122,N07XX03
5123,N07XX04
5124,N07XX05
5125,N07XX06
5126,N07XX07
5127,N07XX08
5128,N07XX10
5129,N07XX11
5130,N07XX12
5131,N07XX13
5132,N07XX14
5133,N07XX15
5134,N07XX16
5135,N07XX17
5136,N07XX59
5137,N07XX60
5138,P
5139,P01
5140,P01A
5141,P01AA
5142,P01AA01
5143,P01AA02
5144,P01AA04
5145,P01AA05
5146,P01AA30
5147,P01AA52
5148,P01AB
5149,P01AB01
5150,P01AB02
5151,P01AB03
5152,P01AB04
5153,P01AB05
5154,P01AB06
5155,P01AB07
5156,P01AB51
5157,P01AB52
5158,P01AC
5159,P01AC01
5160,P01AC02
5161,P01AC03
5162,P01AC04
5163,P01AR
5164,P01AR01
5165,P01AR02
5166,P01AR03
5167,P01AR53
5168,P01AX
5169,P01AX01
5170,P01AX02
5171,P01AX04
5172,P01AX05
5173,P01AX06
5174,P01AX07
5175,P01AX08
5176,P01AX09
5177,P01AX10
5178,P01AX11
5179,P01AX52
5180,P01B
5181,P01BA
5182,P01BA01
5183,P01BA02
5184,P01BA03
5185,P01BA06
5186,P01BA07
5187,P01BB
5188,P01BB01
5189,P01BB02
5190,P01BB51
5191,P01BB52
5192,P01BC
5193,P01BC01
5194,P01BC02
5195,P01BD
5196,P01BD01
5197,P01BD51
5198,P01BE
5199,P01BE01
5200,P01BE02
5201,P01BE03
5202,P01BE04
5203,P01BE05
5204,P01BF
5205,P01BF01
5206,P01BF02
5207,P01BF03
5208,P01BF04
5209,P01BF05
5210,P01BF06
5211,P01BF07
5212,P01BF08
5213,P01BF09
5214,P01BX
5215,P01BX01
5216,P01BX02
5217,P01C
5218,P01CA
5219,P01CA02
5220,P01CA03
5221,P01CB
5222,P01CB01
5223,P01CB02
5224,P01CC
5225,P01CC01
5226,P01CC02
5227,P01CD
5228,P01CD01
5229,P01CD02
5230,P01CX
5231,P01CX01
5232,P01CX02
5233,P01CX03
5234,P01CX04
5235,P02
5236,P02B
5237,P02BA
5238,P02BA01
5239,P02BA02
5240,P02BB
5241,P02BB01
5242,P02BX
5243,P02BX01
5244,P02BX02
5245,P02BX03
5246,P02BX04
5247,P02C
5248,P02CA
5249,P02CA01
5250,P02CA02
5251,P02CA03
5252,P02CA04
5253,P02CA05
5254,P02CA06
5255,P02CA51
5256,P02CB
5257,P02CB01
5258,P02CB02
5259,P02CC
5260,P02CC01
5261,P02CC02
5262,P02CE
5263,P02CE01
5264,P02CF
5265,P02CF01
5266,P02CX
5267,P02CX01
5268,P02CX02
5269,P02CX03
5270,P02D
5271,P02DA
5272,P02DA01
5273,P02DX
5274,P02DX01
5275,P02DX02
5276,P03
5277,P03A
5278,P03AA
5279,P03AA01
5280,P03AA02
5281,P03AA03
5282,P03AA04
5283,P03AA05
5284,P03AA54
5285,P03AB
5286,P03AB01
5287,P03AB02
5288,P03AB51
5289,P03AC
5290,P03AC01
5291,P03AC02
5292,P03AC03
5293,P03AC04
5294,P03AC51
5295,P03AC52
5296,P03AC53
5297,P03AC54
5298,P03AX
5299,P03AX01
5300,P03AX02
5301,P03AX03
5302,P03AX04
5303,P03AX05
5304,P03AX06
5305,P03AX07
5306,P03B
5307,P03BA
5308,P03BA01
5309,P03BA02
5310,P03BA03
5311,P03BA04
5312,P03BX
5313,P03BX01
5314,P03BX02
5315,P03BX03
5316,P03BX04
5317,P03BX05
5318,P03BX06
5319,R
5320,R01
5321,R01A
5322,R01AA
5323,R01AA02
5324,R01AA03
5325,R01AA04
5326,R01AA05
5327,R01AA06
5328,R01AA07
5329,R01AA08
5330,R01AA09
5331,R01AA10
5332,R01AA11
5333,R01AA12
5334,R01AA13
5335,R01AA14
5336,R01AA15
5337,R01AB
5338,R01AB01
5339,R01AB02
5340,R01AB03
5341,R01AB05
5342,R01AB06
5343,R01AB07
5344,R01AB08
5345,R01AC
5346,R01AC01
5347,R01AC02
5348,R01AC03
5349,R01AC04
5350,R01AC05
5351,R01AC06
5352,R01AC07
5353,R01AC08
5354,R01AC51
5355,R01AD
5356,R01AD01
5357,R01AD02
5358,R01AD03
5359,R01AD04
5360,R01AD05
5361,R01AD06
5362,R01AD07
5363,R01AD08
5364,R01AD09
5365,R01AD11
5366,R01AD12
5367,R01AD13
5368,R01AD52
5369,R01AD53
5370,R01AD57
5371,R01AD58
5372,R01AD59
5373,R01AD60
5374,R01AX
5375,R01AX01
5376,R01AX02
5377,R01AX03
5378,R01AX05
5379,R01AX06
5380,R01AX07
5381,R01AX08
5382,R01AX09
5383,R01AX10
5384,R01AX30
5385,R01B
5386,R01BA
5387,R01BA01
5388,R01BA02
5389,R01BA03
5390,R01BA51
5391,R01BA52
5392,R01BA53
5393,R02
5394,R02A
5395,R02AA
5396,R02AA01
5397,R02AA02
5398,R02AA03
5399,R02AA05
5400,R02AA06
5401,R02AA09
5402,R02AA10
5403,R02AA11
5404,R02AA12
5405,R02AA13
5406,R02AA14
5407,R02AA15
5408,R02AA16
5409,R02AA17
5410,R02AA18
5411,R02AA19
5412,R02AA20
5413,R02AA21
5414,R02AB
5415,R02AB01
5416,R02AB02
5417,R02AB03
5418,R02AB04
5419,R02AB30
5420,R02AD
5421,R02AD01
5422,R02AD02
5423,R02AD03
5424,R02AD04
5425,R02AX
5426,R02AX01
5427,R02AX02
5428,R02AX03
5429,R03
5430,R03A
5431,R03AA
5432,R03AA01
5433,R03AB
5434,R03AB02
5435,R03AB03
5436,R03AC
5437,R03AC02
5438,R03AC03
5439,R03AC04
5440,R03AC05
5441,R03AC06
5442,R03AC07
5443,R03AC08
5444,R03AC09
5445,R03AC10
5446,R03AC11
5447,R03AC12
5448,R03AC13
5449,R03AC14
5450,R03AC15
5451,R03AC16
5452,R03AC17
5453,R03AC18
5454,R03AC19
5455,R03AH
5456,R03AK
5457,R03AK01
5458,R03AK02
5459,R03AK04
5460,R03AK05
5461,R03AK06
5462,R03AK07
5463,R03AK08
5464,R03AK09
5465,R03AK10
5466,R03AK11
5467,R03AK12
5468,R03AK13
5469,R03AK14
5470,R03AL
5471,R03AL01
5472,R03AL02
5473,R03AL03
5474,R03AL04
5475,R03AL05
5476,R03AL06
5477,R03AL07
5478,R03AL08
5479,R03AL09
5480,R03AL10
5481,R03AL11
5482,R03AL12
5483,R03B
5484,R03BA
5485,R03BA01
5486,R03BA02
5487,R03BA03
5488,R03BA04
5489,R03BA05
5490,R03BA06
5491,R03BA07
5492,R03BA08
5493,R03BA09
5494,R03BB
5495,R03BB01
5496,R03BB02
5497,R03BB03
5498,R03BB04
5499,R03BB05
5500,R03BB06
5501,R03BB07
5502,R03BB08
5503,R03BB54
5504,R03BC
5505,R03BC01
5506,R03BC03
5507,R03BX
5508,R03BX01
5509,R03C
5510,R03CA
5511,R03CA02
5512,R03CB
5513,R03CB01
5514,R03CB02
5515,R03CB03
5516,R03CB51
5517,R03CB53
5518,R03CC
5519,R03CC02
5520,R03CC03
5521,R03CC04
5522,R03CC05
5523,R03CC06
5524,R03CC07
5525,R03CC08
5526,R03CC09
5527,R03CC10
5528,R03CC11
5529,R03CC12
5530,R03CC13
5531,R03CC14
5532,R03CC15
5533,R03CC53
5534,R03CC63
5535,R03CK
5536,R03D
5537,R03DA
5538,R03DA01
5539,R03DA02
5540,R03DA03
5541,R03DA04
5542,R03DA05
5543,R03DA06
5544,R03DA07
5545,R03DA08
5546,R03DA09
5547,R03DA10
5548,R03DA11
5549,R03DA12
5550,R03DA20
5551,R03DA51
5552,R03DA54
5553,R03DA55
5554,R03DA57
5555,R03DA74
5556,R03DB
5557,R03DB01
5558,R03DB02
5559,R03DB03
5560,R03DB04
5561,R03DB05
5562,R03DB06
5563,R03DC
5564,R03DC01
5565,R03DC02
5566,R03DC03
5567,R03DC04
5568,R03DC53
5569,R03DX
5570,R03DX01
5571,R03DX02
5572,R03DX03
5573,R03DX05
5574,R03DX06
5575,R03DX07
5576,R03DX08
5577,R03DX09
5578,R03DX10
5579,R03DX11
5580,R05
5581,R05C
5582,R05CA
5583,R05CA01
5584,R05CA02
5585,R05CA03
5586,R05CA04
5587,R05CA05
5588,R05CA06
5589,R05CA07
5590,R05CA08
5591,R05CA09
5592,R05CA10
5593,R05CA11
5594,R05CA12
5595,R05CA13
5596,R05CB
5597,R05CB01
5598,R05CB02
5599,R05CB03
5600,R05CB04
5601,R05CB05
5602,R05CB06
5603,R05CB07
5604,R05CB08
5605,R05CB09
5606,R05CB10
5607,R05CB11
5608,R05CB13
5609,R05CB14
5610,R05CB15
5611,R05CB16
5612,R05D
5613,R05DA
5614,R05DA01
5615,R05DA03
5616,R05DA04
5617,R05DA05
5618,R05DA06
5619,R05DA07
5620,R05DA08
5621,R05DA09
5622,R05DA10
5623,R05DA11
5624,R05DA12
5625,R05DA20
5626,R05DB
5627,R05DB01
5628,R05DB02
5629,R05DB03
5630,R05DB04
5631,R05DB05
5632,R05DB07
5633,R05DB09
5634,R05DB10
5635,R05DB11
5636,R05DB12
5637,R05DB13
5638,R05DB14
5639,R05DB15
5640,R05DB16
5641,R05DB17
5642,R05DB18
5643,R05DB19
5644,R05DB20
5645,R05DB21
5646,R05DB22
5647,R05DB23
5648,R05DB24
5649,R05DB25
5650,R05DB26
5651,R05DB27
5652,R05DB28
5653,R05DB29
5654,R05F
5655,R05FA
5656,R05FA01
5657,R05FA02
5658,R05FB
5659,R05FB01
5660,R05FB02
5661,R06
5662,R06A
5663,R06AA
5664,R06AA01
5665,R06AA02
5666,R06AA04
5667,R06AA06
5668,R06AA07
5669,R06AA08
5670,R06AA09
5671,R06AA10
5672,R06AA11
5673,R06AA52
5674,R06AA54
5675,R06AA56
5676,R06AA57
5677,R06AA59
5678,R06AB
5679,R06AB01
5680,R06AB02
5681,R06AB03
5682,R06AB04
5683,R06AB05
5684,R06AB06
5685,R06AB07
5686,R06AB51
5687,R06AB52
5688,R06AB54
5689,R06AB56
5690,R06AC
5691,R06AC01
5692,R06AC02
5693,R06AC03
5694,R06AC04
5695,R06AC05
5696,R06AC06
5697,R06AC52
5698,R06AC53
5699,R06AD
5700,R06AD01
5701,R06AD02
5702,R06AD03
5703,R06AD04
5704,R06AD05
5705,R06AD06
5706,R06AD07
5707,R06AD08
5708,R06AD09
5709,R06AD52
5710,R06AD55
5711,R06AE
5712,R06AE01
5713,R06AE03
5714,R06AE04
5715,R06AE05
5716,R06AE06
5717,R06AE07
5718,R06AE09
5719,R06AE51
5720,R06AE53
5721,R06AE55
5722,R06AK
5723,R06AX
5724,R06AX01
5725,R06AX02
5726,R06AX03
5727,R06AX04
5728,R06AX05
5729,R06AX07
5730,R06AX08
5731,R06AX09
5732,R06AX11
5733,R06AX12
5734,R06AX13
5735,R06AX15
5736,R06AX16
5737,R06AX17
5738,R06AX18
5739,R06AX19
5740,R06AX21
5741,R06AX22
5742,R06AX23
5743,R06AX24
5744,R06AX25
5745,R06AX26
5746,R06AX27
5747,R06AX28
5748,R06AX29
5749,R06AX31
5750,R06AX32
5751,R06AX53
5752,R06AX58
5753,R07
5754,R07A
5755,R07AA
5756,R07AA01
5757,R07AA02
5758,R07AA30
5759,R07AB
5760,R07AB01
5761,R07AB02
5762,R07AB03
5763,R07AB04
5764,R07AB05
5765,R07AB06
5766,R07AB07
5767,R07AB08
5768,R07AB09
5769,R07AB52
5770,R07AB53
5771,R07AX
5772,R07AX01
5773,R07AX02
5774,R07AX30
5775,R07AX31
5776,R07AX32
5777,S
5778,S01
5779,S01A
5780,S01AA
5781,S01AA01
5782,S01AA02
5783,S01AA03
5784,S01AA04
5785,S01AA05
5786,S01AA07
5787,S01AA09
5788,S01AA10
5789,S01AA11
5790,S01AA12
5791,S01AA13
5792,S01AA14
5793,S01AA15
5794,S01AA16
5795,S01AA17
5796,S01AA18
5797,S01AA19
5798,S01AA20
5799,S01AA21
5800,S01AA22
5801,S01AA23
5802,S01AA24
5803,S01AA25
5804,S01AA26
5805,S01AA27
5806,S01AA28
5807,S01AA30
5808,S01AB
5809,S01AB01
5810,S01AB02
5811,S01AB03
5812,S01AB04
5813,S01AB05
5814,S01AD
5815,S01AD01
5816,S01AD02
5817,S01AD03
5818,S01AD05
5819,S01AD06
5820,S01AD07
5821,S01AD08
5822,S01AD09
5823,S01AE
5824,S01AE01
5825,S01AE02
5826,S01AE03
5827,S01AE04
5828,S01AE05
5829,S01AE06
5830,S01AE07
5831,S01AE08
5832,S01AX
5833,S01AX01
5834,S01AX02
5835,S01AX03
5836,S01AX04
5837,S01AX05
5838,S01AX06
5839,S01AX07
5840,S01AX08
5841,S01AX09
5842,S01AX10
5843,S01AX14
5844,S01AX15
5845,S01AX16
5846,S01AX18
5847,S01B
5848,S01BA
5849,S01BA01
5850,S01BA02
5851,S01BA03
5852,S01BA04
5853,S01BA05
5854,S01BA06
5855,S01BA07
5856,S01BA08
5857,S01BA09
5858,S01BA10
5859,S01BA11
5860,S01BA12
5861,S01BA13
5862,S01BA14
5863,S01BA15
5864,S01BB
5865,S01BB01
5866,S01BB02
5867,S01BB03
5868,S01BB04
5869,S01BC
5870,S01BC01
5871,S01BC02
5872,S01BC03
5873,S01BC04
5874,S01BC05
5875,S01BC06
5876,S01BC07
5877,S01BC08
5878,S01BC09
5879,S01BC10
5880,S01BC11
5881,S01C
5882,S01CA
5883,S01CA01
5884,S01CA02
5885,S01CA03
5886,S01CA04
5887,S01CA05
5888,S01CA06
5889,S01CA07
5890,S01CA08
5891,S01CA09
5892,S01CA10
5893,S01CA11
5894,S01CB
5895,S01CB01
5896,S01CB02
5897,S01CB03
5898,S01CB04
5899,S01CB05
5900,S01CC
5901,S01CC01
5902,S01CC02
5903,S01E
5904,S01EA
5905,S01EA01
5906,S01EA02
5907,S01EA03
5908,S01EA04
5909,S01EA05
5910,S01EA51
5911,S01EB
5912,S01EB01
5913,S01EB02
5914,S01EB03
5915,S01EB04
5916,S01EB05
5917,S01EB06
5918,S01EB07
5919,S01EB08
5920,S01EB09
5921,S01EB10
5922,S01EB51
5923,S01EB58
5924,S01EC
5925,S01EC01
5926,S01EC02
5927,S01EC03
5928,S01EC04
5929,S01EC05
5930,S01EC54
5931,S01ED
5932,S01ED01
5933,S01ED02
5934,S01ED03
5935,S01ED04
5936,S01ED05
5937,S01ED06
5938,S01ED51
5939,S01ED52
5940,S01ED54
5941,S01ED55
5942,S01EE
5943,S01EE01
5944,S01EE02
5945,S01EE03
5946,S01EE04
5947,S01EE05
5948,S01EE06
5949,S01EE51
5950,S01EX
5951,S01EX01
5952,S01EX02
5953,S01EX05
5954,S01EX06
5955,S01EX07
5956,S01F
5957,S01FA
5958,S01FA01
5959,S01FA02
5960,S01FA03
5961,S01FA04
5962,S01FA05
5963,S01FA06
5964,S01FA54
5965,S01FA56
5966,S01FB
5967,S01FB01
5968,S01FB02
5969,S01FB03
5970,S01FB51
5971,S01G
5972,S01GA
5973,S01GA01
5974,S01GA02
5975,S01GA03
5976,S01GA04
5977,S01GA05
5978,S01GA06
5979,S01GA07
5980,S01GA51
5981,S01GA52
5982,S01GA53
5983,S01GA55
5984,S01GA56
5985,S01GX
5986,S01GX01
5987,S01GX02
5988,S01GX03
5989,S01GX04
5990,S01GX05
5991,S01GX06
5992,S01GX07
5993,S01GX08
5994,S01GX09
5995,S01GX10
5996,S01GX11
5997,S01GX12
5998,S01GX13
5999,S01GX51
6000,S01H
6001,S01HA
6002,S01HA01
6003,S01HA02
6004,S01HA03
6005,S01HA04
6006,S01HA05
6007,S01HA06
6008,S01HA07
6009,S01HA30
6010,S01J
6011,S01JA
6012,S01JA01
6013,S01JA02
6014,S01JA51
6015,S01JX
6016,S01K
6017,S01KA
6018,S01KA01
6019,S01KA02
6020,S01KA51
6021,S01KX
6022,S01KX01
6023,S01L
6024,S01LA
6025,S01LA01
6026,S01LA02
6027,S01LA03
6028,S01LA04
6029,S01LA05
6030,S01LA06
6031,S01LA07
6032,S01LA08
6033,S01X
6034,S01XA
6035,S01XA01
6036,S01XA02
6037,S01XA03
6038,S01XA04
6039,S01XA05
6040,S01XA06
6041,S01XA07
6042,S01XA08
6043,S01XA09
6044,S01XA10
6045,S01XA11
6046,S01XA12
6047,S01XA13
6048,S01XA14
6049,S01XA15
6050,S01XA18
6051,S01XA19
6052,S01XA20
6053,S01XA21
6054,S01XA22
6055,S01XA23
6056,S01XA24
6057,S01XA25
6058,S01XA26
6059,S01XA27
6060,S02
6061,S02A
6062,S02AA
6063,S02AA01
6064,S02AA02
6065,S02AA03
6066,S02AA04
6067,S02AA05
6068,S02AA06
6069,S02AA07
6070,S02AA08
6071,S02AA09
6072,S02AA10
6073,S02AA11
6074,S02AA12
6075,S02AA13
6076,S02AA14
6077,S02AA15
6078,S02AA16
6079,S02AA30
6080,S02B
6081,S02BA
6082,S02BA01
6083,S02BA03
6084,S02BA06
6085,S02BA07
6086,S02BA08
6087,S02C
6088,S02CA
6089,S02CA01
6090,S02CA02
6091,S02CA03
6092,S02CA04
6093,S02CA05
6094,S02CA06
6095,S02CA07
6096,S02D
6097,S02DA
6098,S02DA01
6099,S02DA02
6100,S02DA03
6101,S02DA04
6102,S02DA30
6103,S02DC
6104,S03
6105,S03A
6106,S03AA
6107,S03AA01
6108,S03AA02
6109,S03AA03
6110,S03AA04
6111,S03AA05
6112,S03AA06
6113,S03AA07
6114,S03AA08
6115,S03AA30
6116,S03B
6117,S03BA
6118,S03BA01
6119,S03BA02
6120,S03BA03
6121,S03C
6122,S03CA
6123,S03CA01
6124,S03CA02
6125,S03CA04
6126,S03CA05
6127,S03CA06
6128,V
6129,V01
6130,V01A
6131,V01AA
6132,V01AA01
6133,V01AA02
6134,V01AA03
6135,V01AA04
6136,V01AA05
6137,V01AA07
6138,V01AA08
6139,V01AA09
6140,V01AA10
6141,V01AA11
6142,V01AA20
6143,V03
6144,V03A
6145,V03AB
6146,V03AB01
6147,V03AB02
6148,V03AB03
6149,V03AB04
6150,V03AB05
6151,V03AB06
6152,V03AB08
6153,V03AB09
6154,V03AB13
6155,V03AB14
6156,V03AB15
6157,V03AB16
6158,V03AB17
6159,V03AB18
6160,V03AB19
6161,V03AB20
6162,V03AB21
6163,V03AB22
6164,V03AB23
6165,V03AB24
6166,V03AB25
6167,V03AB26
6168,V03AB27
6169,V03AB29
6170,V03AB31
6171,V03AB32
6172,V03AB33
6173,V03AB34
6174,V03AB35
6175,V03AB36
6176,V03AB37
6177,V03AB38
6178,V03AC
6179,V03AC01
6180,V03AC02
6181,V03AC03
6182,V03AE
6183,V03AE01
6184,V03AE02
6185,V03AE03
6186,V03AE04
6187,V03AE05
6188,V03AE06
6189,V03AE07
6190,V03AE08
6191,V03AE09
6192,V03AE10
6193,V03AF
6194,V03AF01
6195,V03AF02
6196,V03AF03
6197,V03AF04
6198,V03AF05
6199,V03AF06
6200,V03AF07
6201,V03AF08
6202,V03AF09
6203,V03AF10
6204,V03AF11
6205,V03AF12
6206,V03AG
6207,V03AG01
6208,V03AG05
6209,V03AH
6210,V03AH01
6211,V03AK
6212,V03AM
6213,V03AN
6214,V03AN01
6215,V03AN02
6216,V03AN03
6217,V03AN04
6218,V03AN05
6219,V03AX
6220,V03AX02
6221,V03AX03
6222,V03AX04
6223,V03AZ
6224,V03AZ01
6225,V04
6226,V04C
6227,V04CA
6228,V04CA01
6229,V04CA02
6230,V04CB
6231,V04CB01
6232,V04CC
6233,V04CC01
6234,V04CC02
6235,V04CC03
6236,V04CC04
6237,V04CD
6238,V04CD01
6239,V04CD03
6240,V04CD04
6241,V04CD05
6242,V04CD06
6243,V04CE
6244,V04CE01
6245,V04CE02
6246,V04CE03
6247,V04CF
6248,V04CF01
6249,V04CG
6250,V04CG01
6251,V04CG02
6252,V04CG03
6253,V04CG04
6254,V04CG05
6255,V04CG30
6256,V04CH
6257,V04CH01
6258,V04CH02
6259,V04CH03
6260,V04CH04
6261,V04CH30
6262,V04CJ
6263,V04CJ01
6264,V04CJ02
6265,V04CK
6266,V04CK01
6267,V04CK02
6268,V04CK03
6269,V04CL
6270,V04CM
6271,V04CM01
6272,V04CX
6273,V04CX01
6274,V04CX02
6275,V04CX03
6276,V04CX04
6277,V04CX05
6278,V04CX06
6279,V04CX07
6280,V04CX08
6281,V04CX09
6282,V06
6283,V06A
6284,V06AA
6285,V06C
6286,V06CA
6287,V06D
6288,V06DA
6289,V06DB
6290,V06DC
6291,V06DC01
6292,V06DC02
6293,V06DD
6294,V06DE
6295,V06DF
6296,V06DX
6297,V07
6298,V07A
6299,V07AA
6300,V07AB
6301,V07AC
6302,V07AD
6303,V07AN
6304,V07AR
6305,V07AS
6306,V07AT
6307,V07AV
6308,V07AX
6309,V07AY
6310,V07AZ
6311,V08
6312,V08A
6313,V08AA
6314,V08AA01
6315,V08AA02
6316,V08AA03
6317,V08AA04
6318,V08AA05
6319,V08AA06
6320,V08AA07
6321,V08AA08
6322,V08AA09
6323,V08AA10
6324,V08AB
6325,V08AB01
6326,V08AB02
6327,V08AB03
6328,V08AB04
6329,V08AB05
6330,V08AB06
6331,V08AB07
6332,V08AB08
6333,V08AB09
6334,V08AB10
6335,V08AB11
6336,V08AB12
6337,V08AC
6338,V08AC01
6339,V08AC02
6340,V08AC03
6341,V08AC04
6342,V08AC05
6343,V08AC06
6344,V08AC07
6345,V08AC08
6346,V08AC09
6347,V08AC10
6348,V08AD
6349,V08AD01
6350,V08AD02
6351,V08AD03
6352,V08AD04
6353,V08B
6354,V08BA
6355,V08BA01
6356,V08BA02
6357,V08C
6358,V08CA
6359,V08CA01
6360,V08CA02
6361,V08CA03
6362,V08CA04
6363,V08CA05
6364,V08CA06
6365,V08CA07
6366,V08CA08
6367,V08CA09
6368,V08CA10
6369,V08CA11
6370,V08CB
6371,V08CB01
6372,V08CB02
6373,V08CB03
6374,V08CX
6375,V08CX01
6376,V08D
6377,V08DA
6378,V08DA01
6379,V08DA02
6380,V08DA03
6381,V08DA04
6382,V08DA05
6383,V08DA06
6384,V09
6385,V09A
6386,V09AA
6387,V09AA01
6388,V09AA02
6389,V09AB
6390,V09AB01
6391,V09AB02
6392,V09AB03
6393,V09AX
6394,V09AX01
6395,V09AX03
6396,V09AX04
6397,V09AX05
6398,V09AX06
6399,V09B
6400,V09BA
6401,V09BA01
6402,V09BA02
6403,V09BA03
6404,V09BA04
6405,V09C
6406,V09CA
6407,V09CA01
6408,V09CA02
6409,V09CA03
6410,V09CA04
6411,V09CA05
6412,V09CA06
6413,V09CX
6414,V09CX01
6415,V09CX02
6416,V09CX03
6417,V09CX04
6418,V09D
6419,V09DA
6420,V09DA01
6421,V09DA02
6422,V09DA03
6423,V09DA04
6424,V09DA05
6425,V09DB
6426,V09DB01
6427,V09DB02
6428,V09DB03
6429,V09DB04
6430,V09DB05
6431,V09DB06
6432,V09DB07
6433,V09DX
6434,V09DX01
6435,V09E
6436,V09EA
6437,V09EA01
6438,V09EA02
6439,V09EA03
6440,V09EB
6441,V09EB01
6442,V09EB02
6443,V09EX
6444,V09EX01
6445,V09EX02
6446,V09EX03
6447,V09F
6448,V09FX
6449,V09FX01
6450,V09FX02
6451,V09FX03
6452,V09FX04
6453,V09G
6454,V09GA
6455,V09GA01
6456,V09GA02
6457,V09GA03
6458,V09GA04
6459,V09GA05
6460,V09GA06
6461,V09GA07
6462,V09GB
6463,V09GB01
6464,V09GB02
6465,V09GX
6466,V09GX01
6467,V09GX02
6468,V09GX03
6469,V09GX04
6470,V09GX05
6471,V09H
6472,V09HA
6473,V09HA01
6474,V09HA02
6475,V09HA03
6476,V09HA04
6477,V09HB
6478,V09HB01
6479,V09HB02
6480,V09HX
6481,V09HX01
6482,V09I
6483,V09IA
6484,V09IA01
6485,V09IA02
6486,V09IA03
6487,V09IA04
6488,V09IA05
6489,V09IA06
6490,V09IA07
6491,V09IA08
6492,V09IA09
6493,V09IB
6494,V09IB01
6495,V09IB02
6496,V09IB03
6497,V09IB04
6498,V09IX
6499,V09IX01
6500,V09IX02
6501,V09IX03
6502,V09IX04
6503,V09IX05
6504,V09IX06
6505,V09IX07
6506,V09IX08
6507,V09IX09
6508,V09IX10
6509,V09IX11
6510,V09IX12
